AK-109_bins,AK-109,AK5C_bins,AK5C,AK-74_bins,AK-74,AKM_bins,AKM,AKS74-U_bins,AKS74-U,AS VAL_bins,AS VAL,AUG A1_bins,AUG A1,SKS Auto_bins,SKS Auto,Famas-G2_bins,Famas-G2,G36k_bins,G36k,G3A3_bins,G3A3,Galil_bins,Galil,L85A2_bins,L85A2,M16A2_bins,M16A2,M4_bins,M4,SCAR-L_bins,SCAR-L,SG552_bins,SG552,Stoner 63_bins,Stoner 63,VSS_bins,VSS,Agram 2000_bins,Agram 2000,CX8 Storm_bins,CX8 Storm,Vector 10mm_bins,Vector 10mm,Vector 9mm_bins,Vector 9mm,Luty_bins,Luty,MAC-10_bins,MAC-10,MAC-11_bins,MAC-11,MAT-49_bins,MAT-49,MP40_bins,MP40,MP5_bins,MP5,MP7_bins,MP7,MP9_bins,MP9,MPX JW_bins,MPX JW,FNP90_bins,FNP90,PP-19 Bizon_bins,PP-19 Bizon,PPSH_bins,PPSH,Thompson 1928_bins,Thompson 1928,UMP45_bins,UMP45,UMP45 Reaper_bins,UMP45 Reaper,BAR_bins,BAR,XM250_bins,XM250,M1A SASS_bins,M1A SASS,SKS_bins,SKS,AWM_bins,AWM,Mosin_bins,Mosin,Springfield_bins,Springfield,Hunter_bins,Hunter,C1911_bins,C1911,Deagle_bins,Deagle,5-7_bins,5-7,Glock 17_bins,Glock 17,Makarov_bins,Makarov,Ruger_bins,Ruger,Tokarev_bins,Tokarev,USP_bins,USP,JW 2011_bins,JW 2011,JW G34_bins,JW G34,SVD_bins,SVD,Barrett_bins,Barrett
13920,26,12835,30,14400,27,14496,26,14496,30,9120,28,12750,30,9750,25,9028,34,13260,42,,,16390,36,11400,35,9060,28,9513,32,15251,39,10500,29,12920,30,9000,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14016,18,12920,32,14496,22,14592,33,14592,35,9180,34,12835,42,9815,32,9089,39,13345,50,,,16500,38,11475,33,9120,29,9576,22,15352,38,10570,36,13005,36,9060,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14112,21,13005,37,14592,34,14688,35,14688,33,9240,29,12920,36,9880,25,9150,30,13430,53,,,16610,23,11550,26,9180,40,9639,34,15453,43,10640,29,13090,26,9120,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14208,21,13090,36,14688,25,14784,37,14784,35,9300,33,13005,44,9945,34,9211,29,13515,37,,,16720,32,11625,31,9240,35,9702,27,15554,33,10710,34,13175,28,9180,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14304,19,13175,41,14784,27,14880,36,14880,22,9360,27,13090,25,10010,25,9272,31,13600,57,,,16830,36,11700,30,9300,28,9765,33,15655,30,10780,28,13260,26,9240,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14400,22,13260,22,14880,26,14976,26,14976,35,9420,30,13175,39,10075,26,9333,30,13685,51,,,16940,45,11775,25,9360,30,9828,27,15756,28,10850,29,13345,33,9300,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14496,15,13345,29,14976,27,15072,37,15072,28,9480,35,13260,23,10140,33,9394,40,13770,49,,,17050,35,11850,30,9420,30,9891,41,15857,35,10920,34,13430,39,9360,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14592,17,13430,34,15072,34,15168,31,15168,27,9540,28,13345,30,10205,22,9455,34,13855,44,,,17160,32,11925,41,9480,25,9954,30,15958,36,10990,30,13515,28,9420,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14688,22,13515,32,15168,27,15264,28,15264,30,9600,26,13430,27,10270,39,9516,24,13940,34,,,17270,32,12000,27,9540,23,10017,23,16059,32,11060,24,13600,27,9480,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14784,23,13600,31,15264,26,15360,25,15360,20,9660,25,13515,30,10335,29,9577,25,14025,34,,,17380,28,12075,31,9600,23,10080,18,16160,26,11130,22,13685,31,9540,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14880,18,13685,29,15360,30,15456,33,15456,30,9720,27,13600,28,10400,27,9638,32,14110,46,,,17490,24,12150,21,9660,20,10143,29,16261,22,11200,18,13770,26,9600,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14976,13,13770,24,15456,28,15552,24,15552,31,9780,30,13685,24,10465,26,9699,28,14195,33,,,17600,44,12225,24,9720,27,10206,28,16362,25,11270,24,13855,28,9660,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15072,22,13855,25,15552,28,15648,30,15648,25,9840,24,13770,27,10530,35,9760,21,14280,37,,,17710,33,12300,21,9780,39,10269,20,16463,20,11340,23,13940,24,9720,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15168,12,13940,25,15648,23,15744,30,15744,26,9900,24,13855,25,10595,26,9821,20,14365,44,,,17820,14,12375,31,9840,26,10332,20,16564,26,11410,25,14025,32,9780,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15264,13,14025,32,15744,24,15840,22,15840,22,9960,26,13940,34,10660,23,9882,19,14450,30,,,17930,25,12450,26,9900,24,10395,20,16665,35,11480,23,14110,34,9840,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15360,15,14110,19,15840,23,15936,20,15936,30,10020,17,14025,36,10725,26,9943,33,14535,35,,,18040,32,12525,14,9960,29,10458,30,16766,21,11550,26,14195,21,9900,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15456,9,14195,32,15936,27,16032,24,16032,32,10080,21,14110,23,10790,26,10004,23,14620,23,,,18150,26,12600,19,10020,29,10521,21,16867,23,11620,22,14280,17,9960,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15552,14,14280,23,16032,24,16128,24,16128,19,10140,24,14195,26,10855,31,10065,22,14705,37,,,18260,28,12675,15,10080,18,10584,23,16968,17,11690,20,14365,23,10020,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15648,9,14365,21,16128,20,16224,19,16224,29,10200,24,14280,18,10920,24,10126,21,14790,27,,,18370,21,12750,23,10140,28,10647,28,17069,25,11760,21,14450,21,10080,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15744,6,14450,19,16224,21,16320,22,16320,25,10260,33,14365,16,10985,15,10187,29,14875,35,,,18480,25,12825,24,10200,15,10710,19,17170,26,11830,27,14535,22,10140,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15840,7,14535,24,16320,12,16416,26,16416,20,10320,33,14450,22,11050,23,10248,26,14960,40,,,18590,19,12900,16,10260,26,10773,17,17271,23,11900,22,14620,25,10200,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15936,13,14620,19,16416,19,16512,16,16512,19,10380,17,14535,13,11115,22,10309,17,15045,23,,,18700,17,12975,20,10320,20,10836,24,17372,21,11970,19,14705,21,10260,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16032,13,14705,14,16512,16,16608,24,16608,29,10440,19,14620,25,11180,20,10370,25,15130,28,,,18810,17,13050,12,10380,21,10899,19,17473,19,12040,26,14790,18,10320,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16128,11,14790,19,16608,20,16704,18,16704,18,10500,18,14705,18,11245,19,10431,26,15215,20,,,18920,20,13125,20,10440,20,10962,27,17574,16,12110,19,14875,17,10380,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16224,9,14875,15,16704,21,16800,14,16800,20,10560,14,14790,17,11310,20,10492,12,15300,30,,,19030,21,13200,22,10500,19,11025,25,17675,19,12180,23,14960,15,10440,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16320,10,14960,19,16800,17,16896,12,16896,26,10620,21,14875,18,11375,17,10553,19,15385,29,,,19140,22,13275,22,10560,23,11088,17,17776,14,12250,19,15045,17,10500,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16416,7,15045,18,16896,20,16992,24,16992,9,10680,10,14960,16,11440,16,10614,16,15470,28,,,19250,10,13350,19,10620,19,11151,16,17877,19,12320,24,15130,15,10560,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16512,10,15130,15,16992,18,17088,17,17088,21,10740,12,15045,21,11505,15,10675,18,15555,17,,,19360,24,13425,17,10680,16,11214,19,17978,20,12390,17,15215,12,10620,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16608,6,15215,16,17088,17,17184,15,17184,17,10800,17,15130,15,11570,20,10736,19,15640,24,,,19470,18,13500,16,10740,11,11277,22,18079,15,12460,16,15300,15,10680,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16704,9,15300,10,17184,28,17280,19,17280,22,10860,16,15215,22,11635,14,10797,16,15725,29,,,19580,23,13575,14,10800,20,11340,15,18180,14,12530,9,15385,18,10740,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16800,5,15385,18,17280,15,17376,19,17376,12,10920,13,15300,19,11700,21,10858,14,15810,27,,,19690,23,13650,18,10860,19,11403,20,18281,16,12600,17,15470,14,10800,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16896,8,15470,9,17376,13,17472,12,17472,15,10980,18,15385,18,11765,12,10919,10,15895,22,,,19800,21,13725,16,10920,12,11466,9,18382,17,12670,10,15555,15,10860,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16992,5,15555,20,17472,11,17568,16,17568,15,11040,11,15470,19,11830,20,10980,18,15980,21,,,19910,19,13800,15,10980,23,11529,13,18483,17,12740,10,15640,15,10920,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17088,10,15640,10,17568,10,17664,10,17664,10,11100,13,15555,9,11895,13,11041,14,16065,30,,,20020,18,13875,12,11040,17,11592,19,18584,17,12810,17,15725,15,10980,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17184,5,15725,18,17664,19,17760,14,17760,13,11160,13,15640,23,11960,17,11102,15,16150,22,,,20130,14,13950,7,11100,10,11655,14,18685,10,12880,20,15810,16,11040,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17280,9,15810,11,17760,9,17856,20,17856,11,11220,15,15725,17,12025,15,11163,20,16235,21,,,20240,12,14025,5,11160,13,11718,18,18786,10,12950,14,15895,17,11100,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17376,6,15895,11,17856,14,17952,12,17952,11,11280,12,15810,11,12090,12,11224,11,16320,13,,,20350,16,14100,9,11220,14,11781,6,18887,12,13020,15,15980,17,11160,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17472,9,15980,13,17952,12,18048,16,18048,11,11340,16,15895,12,12155,12,11285,8,16405,30,,,20460,17,14175,15,11280,13,11844,9,18988,8,13090,10,16065,18,11220,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17568,5,16065,10,18048,13,18144,15,18144,14,11400,10,15980,14,12220,10,11346,14,16490,27,,,20570,14,14250,7,11340,13,11907,15,19089,9,13160,12,16150,11,11280,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17664,2,16150,15,18144,17,18240,14,18240,16,11460,6,16065,14,12285,12,11407,11,16575,17,,,20680,12,14325,16,11400,7,11970,10,19190,15,13230,13,16235,14,11340,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17760,5,16235,8,18240,12,18336,11,18336,10,11520,10,16150,11,12350,11,11468,13,16660,25,,,20790,14,14400,13,11460,11,12033,12,19291,16,13300,16,16320,11,11400,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17856,5,16320,14,18336,15,18432,17,18432,11,11580,13,16235,12,12415,11,11529,10,16745,25,,,20900,19,14475,10,11520,12,12096,10,19392,5,13370,10,16405,14,11460,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17952,2,16405,9,18432,11,18528,9,18528,7,11640,8,16320,11,12480,11,11590,12,16830,16,,,21010,13,14550,9,11580,10,12159,12,19493,16,13440,11,16490,9,11520,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18048,8,16490,12,18528,8,18624,13,18624,9,11700,11,16405,12,12545,14,11651,12,16915,15,,,21120,15,14625,12,11640,13,12222,12,19594,11,13510,10,16575,17,11580,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18144,9,16575,8,18624,5,18720,8,18720,9,11760,8,16490,6,12610,13,11712,11,17000,18,,,21230,18,14700,11,11700,9,12285,13,19695,12,13580,11,16660,10,11640,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18240,7,16660,18,18720,10,18816,9,18816,14,11820,11,16575,12,12675,5,11773,8,17085,17,,,21340,10,14775,9,11760,12,12348,11,19796,15,13650,14,16745,12,11700,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18336,8,16745,13,18816,15,18912,10,18912,8,11880,8,16660,10,12740,10,11834,15,17170,16,,,21450,13,14850,12,11820,6,12411,3,19897,15,13720,8,16830,10,11760,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18432,3,16830,8,18912,4,19008,7,19008,11,11940,6,16745,7,12805,10,11895,7,17255,16,,,21560,13,14925,4,11880,14,12474,9,19998,12,13790,14,16915,7,11820,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18528,4,16915,8,19008,4,19104,10,19104,10,12000,17,16830,12,12870,13,11956,12,17340,16,,,21670,7,15000,10,11940,6,12537,10,20099,5,13860,9,17000,10,11880,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18624,4,17000,10,19104,9,19200,10,19200,5,12060,12,16915,5,12935,6,12017,9,17425,22,,,21780,13,15075,10,12000,9,12600,18,20200,11,13930,5,17085,9,11940,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18720,10,17085,3,19200,11,19296,6,19296,7,12120,12,17000,8,13000,17,12078,12,17510,17,,,21890,12,15150,5,12060,13,12663,2,20301,8,14000,9,17170,11,12000,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18816,5,17170,12,19296,8,19392,5,19392,5,12180,12,17085,10,13065,6,12139,6,17595,13,,,22000,5,15225,11,12120,5,12726,10,20402,8,14070,11,17255,11,12060,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18912,4,17255,13,19392,8,19488,8,19488,9,12240,8,17170,8,13130,13,12200,4,17680,11,,,22110,14,15300,6,12180,8,12789,8,20503,8,14140,18,17340,6,12120,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19008,6,17340,10,19488,8,19584,6,19584,6,12300,5,17255,4,13195,4,12261,11,17765,14,,,22220,5,15375,10,12240,6,12852,5,20604,7,14210,10,17425,10,12180,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19104,4,17425,10,19584,7,19680,6,19680,13,12360,5,17340,3,13260,7,12322,6,17850,14,,,22330,6,15450,11,12300,6,12915,5,20705,5,14280,7,17510,8,12240,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19200,6,17510,8,19680,5,19776,16,19776,6,12420,6,17425,5,13325,6,12383,7,17935,9,,,22440,4,15525,11,12360,6,12978,3,20806,10,14350,9,17595,8,12300,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19296,4,17595,3,19776,10,19872,4,19872,10,12480,3,17510,8,13390,2,12444,10,18020,9,,,22550,7,15600,7,12420,9,13041,12,20907,9,14420,2,17680,2,12360,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19392,5,17680,6,19872,8,19968,3,19968,7,12540,4,17595,7,13455,3,12505,12,18105,18,,,22660,6,15675,10,12480,10,13104,6,21008,4,14490,7,17765,3,12420,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19488,7,17765,6,19968,4,20064,4,20064,6,12600,10,17680,7,13520,6,12566,6,18190,18,,,22770,8,15750,5,12540,9,13167,3,21109,5,14560,5,17850,9,12480,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19584,3,17850,2,20064,4,20160,6,20160,6,12660,6,17765,3,13585,3,12627,8,18275,12,,,22880,6,15825,9,12600,6,13230,6,21210,8,14630,5,17935,13,12540,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19680,2,17935,5,20160,4,20256,6,20256,8,12720,11,17850,4,13650,4,12688,6,18360,8,,,22990,5,15900,9,12660,1,13293,5,21311,4,14700,7,18020,7,12600,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19776,3,18020,3,20256,9,20352,6,20352,5,12780,7,17935,7,13715,9,12749,2,18445,11,,,23100,2,15975,7,12720,4,13356,6,21412,2,14770,5,18105,2,12660,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19968,4,18105,10,20352,5,20448,6,20448,4,12840,4,18020,7,13780,1,12810,5,18530,13,,,23210,8,16050,11,12780,2,13419,3,21513,6,14840,6,18190,8,12720,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20064,2,18190,6,20448,1,20544,1,20544,6,12900,3,18105,5,13845,9,12871,5,18615,12,,,23320,7,16125,6,12840,6,13482,7,21614,5,14910,7,18275,5,12780,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20160,5,18275,4,20544,7,20640,10,20640,4,12960,5,18190,4,13910,4,12932,2,18700,9,,,23430,7,16200,4,12900,2,13545,5,21715,5,14980,3,18360,5,12840,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20256,2,18360,6,20640,4,20736,7,20736,2,13020,3,18275,4,13975,8,12993,5,18785,8,,,23540,5,16275,4,12960,4,13608,7,21816,3,15050,4,18445,2,12900,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20448,3,18445,7,20832,8,20832,7,20832,4,13080,6,18360,4,14040,8,13054,7,18870,5,,,23650,7,16350,7,13020,5,13671,2,21917,4,15120,10,18530,5,12960,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20544,3,18530,5,20928,1,20928,5,20928,3,13140,6,18445,3,14105,2,13115,8,18955,13,,,23760,3,16425,9,13080,5,13734,3,22018,4,15190,5,18615,5,13020,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20640,1,18615,1,21024,7,21024,2,21024,4,13200,3,18530,6,14170,7,13176,4,19040,9,,,23870,2,16500,7,13140,5,13797,4,22119,10,15260,5,18785,4,13080,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20736,1,18700,1,21120,5,21120,6,21120,7,13260,4,18615,7,14235,1,13237,10,19125,12,,,23980,4,16575,10,13200,5,13860,3,22220,5,15330,4,18870,4,13140,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20832,3,18785,5,21216,2,21216,12,21216,4,13320,5,18700,1,14300,8,13298,2,19210,9,,,24090,6,16650,5,13260,7,13923,4,22321,7,15400,1,18955,6,13200,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20928,3,18870,2,21312,2,21312,4,21312,6,13380,6,18785,7,14365,4,13359,2,19295,9,,,24200,3,16725,2,13320,3,13986,9,22422,6,15470,2,19040,1,13260,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21024,1,18955,1,21408,3,21408,4,21408,7,13440,5,18870,7,14430,6,13420,4,19380,9,,,24310,9,16800,3,13380,2,14049,7,22523,6,15540,4,19125,2,13320,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21216,3,19040,5,21504,8,21504,3,21504,7,13500,4,18955,6,14495,5,13481,8,19465,6,,,24420,3,16875,2,13440,10,14112,2,22624,6,15610,6,19210,3,13380,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21312,4,19125,4,21600,9,21600,7,21600,4,13560,1,19040,1,14560,7,13542,3,19550,9,,,24530,3,16950,6,13500,4,14175,3,22725,1,15680,4,19295,5,13440,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21408,1,19210,6,21792,2,21696,3,21696,2,13620,9,19125,4,14625,5,13603,3,19635,9,,,24640,9,17025,6,13560,1,14238,2,22826,2,15750,3,19380,4,13500,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
